sense,sing_pl,sentence
other,pl,la sécheresse la dureté l'incorrection le prosaïsme habituel la barbarie les tournures et les expressions baroques tels sont les caractères dominans de sa versification et l'on cite tous les jours nombre de ses vers devenues fameux par le ridicule .
other,pl,le parlement non content de ce châtiment jésuitique instrumenta selon ses formes ses persuadant qu'il avoit la puissance d'avilir par des expressions baroques et barbares les sublimes conceptions du livres de l'esprit .
other,pl,mais on lui a toujours reproché de la dureté et de la sécheresse dans sa versification des négligences impardonnables des expressions baroques et ce sont des défauts qui dominent dans le poème qu'il vient de mettre en lumière .
other,pl,mais on trouve dans ses ouvrages une verve qui étonne et des traits d'esprit qui revêtus d'expressions moins baroques feroient honneur aux meilleurs  poètes de ce siècle .
other,pl,mais on trouve dans ses ouvrages une verve qui étonne et des traits d'esprit qui revêtus d'expressions moins baroques feroient honneur aux meilleurs poètes de ce siècle .
other,pl,on pourroit dire même qu'elle seroit bien contée sans quelques expressions baroques comme tout au commencement continuer ma route à beau pie sans lance et cetera .
other,pl,tout y est rempli de figures déplacées de phrases puériles de petites élégances affectées ou d'expressions baroques .
other,pl,voyez déjà quelle foule d'expressions baroques contraires a l'analogie des éléments et à la justesse des idées s'est répandue dans les écrits dans la conversation .
other,pl,amis souffrons en certe vie les caprices et les défauts des esprits baroques et faux comme des airs l'intermperie et les fâcheux déréglements des saisons et des éléments .
other,pl,il se trouve partout des esprits baroques biscornus inconcevables qui ne sont jamais contents qui trouvent tout mal et qui auraient encore quelque chose à blâmer quand même on adopterait leurs idées .
other,pl,il y a des esprits assez baroques pour ne vouloir rien estimer de ce qui vient de leurs contemporains .
other,pl,je vous ferai d'abord remarquer à ce sujet que dans cette foule d'éminences baroques quoiqu'assez généralement anguliares que présent le tableau dont je viens de parler il y en a bien plus de schisteuses et de calcaires que de granitiques .
other,pl,grâce aux annales de l'empire aux recherches des écrivains bohèmes de nos jours particulièrement aux travaux du savant p dobner de pelzel de m de bienenberg à l'érudit et officieux p ungar si j'ai réussi à réduire en corps d'histoire des événements épars dans une foule d'écrits baroques .
other,pl,il a fallu pour cela selon son expression réduire en corps d'histoire des événements épars dans une foule d'écrits baroques .
other,pl,il dit à clélie des douceurs baroques .
other,pl,j'ai dû m'étendre un peu sur les modes comme je l'ai fait dans cet article et dans quelques autres parce que rousseau n'avoit pas dit un mot sur ces dénominations baroques appliquées à nos modes ni sur le rapport de nos modes à ceux des anciens .
other,pl,l'assemblée nationale a enfin décrété le reculement des barrières aux frontières du royaume et la suppression des droits de traite perçus dans l'intérieur du royaume et qui étaient connus sous cent dénominations baroques dans les différentes villes et provinces .
other,pl,l'enfant écoute avec attention les contes les plus baroques et il bâille en apprenant des vérités claires et simples .
other,pl,mais on les prie de ne s'en pas trop plaindre eu égard à l'avantage des bonnes moeurs auxquelles quinaut et lulli ont sait plus d'insultes qu'elles n'en recevront par l'établissement de cent concerts baroques .
other,pl,il dit qu'on n'a jamais donné des bouts timés si baroques .
other,pl,en faisant au bons sens souffrir gêne et torture pour parodier l'ouverture et les baroques airs d'un opéra nouveau .
other,pl,l'ouie pour les airs baroques .
other,pl,si je ne fais pas faire des ballades sur vous tous et sur des airs baroques je veux qu'un verre d'espagne me serve de poisson .
other,pl,distillateur d'accords baroques dont nos idiots sont férus chez les thraces et les iroques portés vos opéras bourrus .
other,pl,distillateur d'accords baroques dont tant d'idiots sont férus chez les thraces et les iroques portés vos opéras bourrus .
other,pl,et la musique exécutée ainsi cause bien d'autres sensations que les accords baroques que certaines gents prennent pour du génie les cris effroyables des acteurs et le bacchanal assommant de l'orchestre assemblage aussi grotesque que ridicule que j'ai vue applaudir à tout rompre tant de fois par des spectateurs dignes d'un tel spectacle .
other,pl,le voilà dit quelqu'un en levant les épaules et parlant à quelqu'un qui les levoit aussi le voilà ce distillateur d'accords baroques .
other,pl,mais quel compositeur assez ignorant assez inexpérimenté pourroit douter seleuement en les voyant du mauvais effet de ces baroques accords .
other,pl,mais quel compositeur assez inexpérimenté pourroit douter seleuement en les voyant du mauvais effet de ces baroques accords .
other,pl,si celui qui prélude a de la réputation il le verra écouter avec délices les accords baroques qui feraient tressaillir un musicien et il l'entendra lui prodiguer le plus pompeux eloges .
other,pl,le seule différence est que nous aimons la danse et l'exercise qu'elle procure quoiqu' elle ne soit animée et conduite que par les accents baroques d'un violon africain .
other,pl,mais il a eu tort de dire que ces termes rustiques ce qu'ils sont en effet baroques et mal sonnans .
other,pl,de plus leurs récitatifs sont baroques à tel point qu'ils me feroient revenir bientôt de mon extrême prévention pour la musique italienne par dessus la française s'ils n'eussent eu soin de me ramener à ma façon de penser ordinaire par quelques airs marqués au bon coin par des symphonies admirables et des choeurs dont on ne sauroit trop faire l'éloge .
other,pl,ce changement est des plus déplacés et cela d'autant mieux que ces nouveaux noms sont non seulement baroques mais que leur significations n'est pas même celle dans laquelle les auteurs grecs les employoient .
other,pl,le nouveau couple commence sa carrière à la sortie de la cage prend maison et un nom qui étant composé des deux moitiés des familles respectives est toujours baroque va à la cour où il est fort fêté brigue des emplois et obtient tout ce qu'il désire parce que ceux qui briguent pour lui sont les maisons d'où il sort .
other,pl,quoiqu'il faille avouer que les mots qui énoncent tout cela soient des plus baroques n'étant qu'un composé de voyelles et de consones très peu propres à l'harmonie .
other,pl,mais j'en ai un sous la main dont les idées sur l'art sont si baroques que je ne puis m'empêcher d'en dire un mot .
pearl,pl,mais ces dernières perles sont la plus grand partie baroques .
pearl,pl,ce suc extravasé par goûttes au-dedans de l'écaille se durcit et voilà des perles rondes ou baroques selon que les goûttes de suc sont plus ou moins sphériques .
pearl,pl,dans celui de la charente on apprend qu'autrefois près du bourg de savinien l'on pêchait des perles qu'elles se trouvoient dans un coquillage bivalve nommé des palourdes que ces perles étaient fines d'une belle eau quelquefois rondes et aussi grosses ou plus même qu'un pois mais presque toujours irrégulières et baroques desorte que dès la fin du dernier siècle on a abandonné cette pêche à cause de l'incertitude et de la médiocrité du profit .
pearl,pl,enfin celles du japon qui donnent des perles assez grosses et de fort belle eau mais ordinairement baroques .
pearl,pl,ensemble collier de perles rondes d'eleonore de saux et quantité de perles rondes et baroques dont elle avoit fait faire un inventaire qui était écrit de la main de son mari lesquelles pierreries il avoit porté par deux fois à la dam mangot et à elle baillées en main propre .
pearl,pl,il renferme un petit poisson qui est bon à manger et dans lequel on trouve quelquefois des perles fort grosses baroques opaques de couleur rougeâtre et brune .
pearl,pl,il y a enfin sur la côte du japon des perles d'une fort belle eau et assez grosses mais elles sont baroques .
pearl,pl,il y a enfin sur la côte du japon des perles de fort belle eau et assez grosses mais elles sont fort baroques .
pearl,pl,il y a enfin sur la côte du japonois des perles de fort belle eau et assez grosses mais elles sont fort baroques .
pearl,pl,il y en a de plusieurs espèces il referme un petit poisson qui est bon à manger et dans lequel on trouve quelquefois des perles fort grosses baroques opaques de couleur rougeâtre ou brune .
pearl,pl,la perfection des perles soit qu'elles soient rondes ou baroques consiste particulièrement dans l'éclat et la netteté de leur eau .
pearl,pl,la perfection des perles soit qu'elles soient rondes en poires en olives ou baroques consiste particulièrement dans l'éclat et la netteté de leur eau .
pearl,pl,les perles du japon sont assez grosses de fort belle eau mais baroques .
pearl,pl,les perles en étaient grosses mais elles étaient baroques .
pearl,pl,les perles entrenettes ne sont ni rondes ni baroques .
pearl,pl,les perles sont ou rondes ou en poires ou baroques c'est à dire d'une figure irrégulière ou à l' once ou à piler appellées communnément semence de perles .
pearl,pl,on trouve aussi des perles d'une fort belle eau assez grosses et baroques sur les côtes du japon .
pearl,pl,on trouve encore des perles d'une fort belle eau assez grosses mais baroques sur les côtes du japon .
pearl,pl,on y trouve plusieurs mines d'or et d'argent des rubis des topases de l'aimant d'autres pierres précieuses et des perles en grand nombre mais qui sont très baroques .
pearl,pl,quelques perles petites ou baroques un croix de diamants taillés en table et souvent glacés une bague en rose une émeraude ou une turquoise étaient pour les familles riches tous les diamants de la couronne et on n'osoit pas s'en servir de peur de les user .
pearl,pl,un rang composé de vingt sept perles plates de grosseur assez égale plusieurs d'un bel orient d'autres jaunes et nacrées de différentes formes rondes et baroques pesant avec le fil sept cents seize grains poids de marc estimée cinq mille livres .
pearl,pl,les perles de lorraine de même que celles du nord sont brillantes et blanches mais elles sont pour la plupart baroques et nullement comparables en beauté à celles des mers d'orient et d'occident .
pearl,pl,les perles sont ou rondes ou en poires baroques c'est à dire d'une figure irrégulière ou à l' once ou à piler appellées communément semence de perles .
pearl,pl,a les considérer au soleil on croyait que ce seroit de ces perles qu'on nomme baroques qui auroient été coupées en deux tant elles sont claires transparentes et polies .
pearl,pl,dans le cours de mes observations sur cette matière dit stenon je découvris que certaines perles inégales qu'on appelle baroques ne le sont que parce que c'est un groupe de plusieurs petites perles renfermées sous une enveloppe commune .
pearl,pl,dans le cours de mes observations sur cette matière je découvris que certaines perles inégales qu'on appelle baroques ne le sont que parce que c'est un groupe de plusieurs petites perles renfermées sous une enveloppe commune .
pearl,pl,les perles d'une figure irrégulière c'est à dire qui ne sont ni rondes ni en poires sont appelées baroques .
pearl,pl,les perles d'une figure irrégulière c'est à dire qui ne sont ni rondes ni en poires sont appelées baroques ou perles d'écosse .
pearl,pl,les perles d'une figure irrégulière qui ne sont ni rondes ni en poires sont appelées baroques .
pearl,pl,perles petites pierres rondes ou baroques ou ovales ou formées en poires compactes dures polies blanches de diverses grosseurs lesquelles se forment dans la chair de certaines huîtres dont les écailles sont beaucoup plus grandes que celles des ordinaires .
pearl,pl,sont de petites pierres rondes ou presque rondes ou baroques ou ovales ou formées en poires compactes dures polies blanches luisantes de diverses grosseurs lesquelles se forment dans certaines huîtres dont les écailles sont de différents grandeurs .
pearl,pl,stenon ajoute que certaines perles inégales qu'on appelle baroques ne le sont que parce qu'elles faisoient partie d'un groupe de petites perles renfermées sous une enveloppe commune .
pearl,pl,stenon ajoute que certaines perles inégales qu'on appelle baroques ne le sont que parce qu'elles faisoient partie d'un grouppe de plusieurs petites perles renfermées sous une enveloppe commune .
pearl,pl,on y trouve plusieurs mines d'or et d'argent des topases de l'aimant des perles en grand nombre mais baroques de la porcelaine de la soie du musc de l'ambre gris et toute sorte d'épiceries .
pearl,pl,c'est selon lui aller arracher péniblèment quelques perles baroques au fond de la mer .
pearl,pl,c'est un collier de perles baroques .
pearl,pl,car quatre perles baroques dit redi lesquelles pesoient douze grains en tout perdirent quatre grains en vingt heures de temps dans l'estomac d'un gros pigeon .
pearl,pl,ces sortes de productions marines portent le nom de perles baroques et c'est aussi le nom que l' on donne aux perles factices dont la forme et la rondeur sont altérées par des inégalités .
pearl,pl,d'autres des boucles d'oreille ou des perles baroques .
pearl,pl,dans un attelier de perles soufflées les uns soufflent ou de perles à olive ou des perles rondes d'autres des boucles d'oreille ou des perles baroques .
pearl,pl,dix poires en perles baroques .
pearl,pl,en revenge ils s'appliquent à imiter tout ce que la nature produit en perles de sorte qu'on trouve dans leur magazins des perles baroques de celles qui portent la figure d'une poire d'une olive d'une amande .
pearl,pl,ensuite on vend les perles baroques et on les donne à un prix assez raisonnable .
pearl,pl,et d'autant que plusieurs perles baroques détachés quelques pièces de vaisselle ensemble avec des pièces  et morceaux rompus d'or et d'argent vieux linge cabinets restes d'etoffes de diverses espèces de vieilles robes et babits de précédentes reines de ce royaume .
pearl,pl,il contentoit aussi un collier composé des perles baroques placées alternativement avec des primes d'émeraudes de la longueur de quatre lignes sur une et demie d'épaisseur taillées à pan assez grossièrement le tout enfilé dans un fil d'or formé en chaîne dont chaque chaînon occupe l'intervalle des pierres les deux extrémités sont terminées par une agraffe en or .
pearl,pl,il y a beaucoup de perles baroques on d'une figure irrégulière qui sont peu estimées .
pearl,pl,ils en font neuf classes et mettent le prix à chaque classe suivant que les perles ont été bien ou mal vendues cette année là et lorsque le prix y a été mis au jugement des marchands on fait les lots et les partages ensuite on vend les perles baroques et on les vend à un prix assez raisonnable .
pearl,pl,item un beau vase ou fontaine rompue de vermeil artistement travaillé et garni de plusieurs pierres de grenats de perles et autres y manquant quatre perles baroques avec un couvercle ayant un oiseau au-dessous où il manque une pierre et un chanton de vermeil du poids de six cents et six onces et un quart .
pearl,pl,item un gobelet antique rompu et un couvercle doré marqué de la lettre e supporté par tois anges en forme de centaures avec de longues queues doubles y ayant sur le pié trois têtes de béliers et trois chiffres ou antiques ayant au bas de la coupe tois perles baroques et tous auprès trois grotesques debout ayans en leurs mains trois cercles avec des pendant y ayant au haut sur le bouton du couvercle un homme tenant en sa main droit un couclier usé et dans l'autres un bâton uni du pois de quatre-vingt-seize onces .
pearl,pl,item une petite saliere rompue d'or garnit de dix-huit balais et saphirs de peu de conséquence et de perles baroques le couvercle et le pié enchassés de cignes de poids de douze onces et demie .
pearl,pl,item une saliere d'or en forme de tente ayant une girouette au haut et un personnage d'argent qui garde l'entrée garne de treize petits rubis balais six saphirs et quelques perles baroques du poids de doux onces et demie .
pearl,pl,le marc qui est de 8 onces mail il n'y a que les perles baroques qui se vendent au marc .
pearl,pl,les perles baroques de 500 pièces à l'once valent l'once treize  à quatorze écus .
pearl,pl,on a découvert à mâcon des statues d'argent de la plus grande élégance des plats ou pateres et des médailles d'or et d'argent un collier de perles baroques .
pearl,pl,on appelle de certaines perles qui ne sont pas rondes mais ont des formes extraordinaires des perles baroques .
pearl,pl,on appelle des perles baroques celles qui sont d'une figure irrégulière qui ne sont ni rondes ni en poire .
pearl,pl,on appelle perles baroques celles qui sont d'une figure irrégulière .
pearl,pl,on appelle perles baroques celles dont la figure est irrégulière .
pearl,pl,on fait d'ailleurs consister la richesse de la chine aux mines d'or et d'argent aux perles baroques épiceries soies manufactures lin coton et autres denrées .
pearl,pl,on fait d'ailleurs consister la richesse de la chine aux mines d'or et d'argent aux perles baroques épiceries soies musc manufactures lin coton et autres denrées .
pearl,pl,on fait encore consister la richesse de la chine aux mines d'or et d'argent aux perles baroques épiceries soies musc manufactures lin coton et autres denrées .
pearl,pl,on fait moins de cas des perles baroques que l'on nomme ainsi à cause de leur irrégularité .
pearl,pl,on les appelle pour cette raison perles baroques .
pearl,pl,on nomme perles baroques celles d'une forme irrégulière telles que la plupart de celles qu'on tire des moules du nord et de lorraine .
pearl,pl,on nomme perles baroques celles d'une forme irrégulière telles que la plupart de celles qu'on tire des moules du nord comme l'a dit ci dessus .
pearl,pl,quatre perles baroques lesquels pesoient douze grains en tout perdirent quatres grains en vingt heures dans l'estomac d'un gros pigeon et huit autres perles qui pesoient trente grains diminuerent en deux jours de vignt grains dans le corps d'un pigeon semblable .
pearl,pl,quoi lui dit un provençal de la belle taille et du beau teint dont vous êtes vous parlez contre les perles baroques .
pearl,pl,un collier de perles baroques .
pearl,pl,une de perles gris de lin une de perles en poire blanc de lait une des perles hémisphériques deux de perles baroques cinq de perles de la pinne marine dont une de rondes rouges de corail .
pearl,pl,vingt perles rondes d'une belle eau et quatre perles baroques .
pearl,pl,on pêche encore des perles en écosse et dans une des rivières de baviere mais elles sont la plus grande partie baroques et elles ne sont pas comparables en beauté avec celles d'orient et d'occident .
pearl,pl,on pêche encore des perles en écosse et dans une des rivières de lorraine et de baviere mais elles sont la plus grande partie baroques et elles ne sont pas comparables en beauté avec celles d'orient et d'occident .
pearl,pl,toutes ces perles sont baroques .
pearl,pl,ces perles sont un peu baroques et sans cela elles seroient admirables .
pearl,pl,leur camfre n'approche point de la bonté de celui de borneo et leurs perles sont presque toutes baroques ils ont force salpêtre dont ils font mille gentilesses et feux d'artifice .
gout,,ce sont vos dessinateurs de fabriques qui se cassent la tête à imaginer des goûts baroques .
